smoothed_pct_hes_dontlike,smoothed_hes_dontlike_se,sample_size,country,iso_code,gid_0,survey_date
0.065707,0.00953,677.0,Peru,PER,PER,20210206
0.078747,0.009583,791.0,Philippines,PHL,PHL,20210206
0.072967,0.011608,503.0,Poland,POL,POL,20210206
0.043793,0.008461,586.0,Portugal,PRT,PRT,20210206
0.100367,0.027317,122.0,"Puerto Rico, U.S.",PRI,PRI,20210206
0.090908,0.014027,421.0,Romania,ROU,ROU,20210206
0.101204,0.010591,812.0,Russia,RUS,RUS,20210206
0.12744,0.024451,187.0,Saudi Arabia,SAU,SAU,20210206
0.026523,0.010736,225.0,Serbia,SRB,SRB,20210206
0.122132,0.022759,208.0,Slovakia,SVK,SVK,20210206
0.125585,0.033305,100.0,Slovenia,SVN,SVN,20210206
0.091876,0.01474,385.0,South Africa,ZAF,ZAF,20210206
0.08748,0.015167,348.0,South Korea,KOR,KOR,20210206
0.063763,0.007861,967.0,Spain,ESP,ESP,20210206
0.080961,0.010955,621.0,Sweden,SWE,SWE,20210206
0.093613,0.016208,324.0,Switzerland,CHE,CHE,20210206
0.04384,0.005847,1227.0,Taiwan,TWN,TWN,20210206
0.031656,0.006088,828.0,Thailand,THA,THA,20210206
0.048937,0.015819,187.0,Tunisia,TUN,TUN,20210206
0.035304,0.006504,806.0,Turkey,TUR,TUR,20210206
0.052491,0.007337,925.0,Ukraine,UKR,UKR,20210206
0.08548,0.012122,533.0,United Kingdom,GBR,GBR,20210206
0.061723,0.015041,257.0,Uruguay,URY,URY,20210206
0.055852,0.012188,356.0,Venezuela,VEN,VEN,20210206
0.022631,0.003955,1415.0,Vietnam,VNM,VNM,20210206
0.118003,0.014719,482.0,Algeria,DZA,DZA,20210207
0.044255,0.004444,2144.0,Argentina,ARG,ARG,20210207
0.050377,0.006328,1197.0,Australia,AUS,AUS,20210207
0.115923,0.014151,514.0,Austria,AUT,AUT,20210207
0.084832,0.027268,106.0,Azerbaijan,AZE,AZE,20210207
0.060314,0.011382,438.0,Bangladesh,BGD,BGD,20210207
0.097677,0.017296,308.0,Belarus,BLR,BLR,20210207
0.132233,0.014039,580.0,Belgium,BEL,BEL,20210207
0.062133,0.010072,580.0,Bolivia,BOL,BOL,20210207
0.067096,0.020824,150.0,Bosnia and Herzegovina,BIH,BIH,20210207
0.063393,0.00338,5213.0,Brazil,BRA,BRA,20210207
0.088802,0.012149,550.0,Bulgaria,BGR,BGR,20210207
0.101527,0.007412,1665.0,Canada,CAN,CAN,20210207
0.059599,0.007927,888.0,Chile,CHL,CHL,20210207
0.057897,0.005259,1970.0,Colombia,COL,COL,20210207
0.117406,0.022875,200.0,Costa Rica,CRI,CRI,20210207
0.145074,0.020317,301.0,Croatia,HRV,HRV,20210207
0.11792,0.010628,923.0,Czech Republic,CZE,CZE,20210207
0.150584,0.018254,387.0,Denmark,DNK,DNK,20210207
0.091498,0.01634,314.0,Dominican Republic,DOM,DOM,20210207
0.03581,0.006579,792.0,Ecuador,ECU,ECU,20210207
0.086886,0.008826,1019.0,Egypt,EGY,EGY,20210207
0.086192,0.014752,367.0,El Salvador,SLV,SLV,20210207
0.08966,0.022462,166.0,Finland,FIN,FIN,20210207
0.095393,0.004409,4442.0,France,FRA,FRA,20210207
0.098368,0.0051,3406.0,Germany,DEU,DEU,20210207
0.077426,0.015766,288.0,Ghana,GHA,GHA,20210207
0.049164,0.007663,801.0,Greece,GRC,GRC,20210207
0.080111,0.015546,312.0,Guatemala,GTM,GTM,20210207
0.098229,0.01729,298.0,Honduras,HND,HND,20210207
0.065864,0.016684,227.0,Hong Kong,HKG,HKG,20210207
0.114394,0.009468,1132.0,Hungary,HUN,HUN,20210207
0.052251,0.004166,2821.0,India,IND,IND,20210207
0.089005,0.006976,1659.0,Indonesia,IDN,IDN,20210207
0.136588,0.01537,509.0,Iraq,IRQ,IRQ,20210207
0.081707,0.017227,255.0,Ireland,IRL,IRL,20210207
0.136122,0.020948,271.0,Israel,ISR,ISR,20210207
0.058635,0.004632,2574.0,Italy,ITA,ITA,20210207
0.087149,0.002722,10741.0,Japan,JPN,JPN,20210207
0.194825,0.023894,284.0,Jordan,JOR,JOR,20210207
0.104774,0.020836,223.0,Kazakhstan,KAZ,KAZ,20210207
0.041578,0.011134,326.0,Kenya,KEN,KEN,20210207
0.061033,0.015876,229.0,Lebanon,LBN,LBN,20210207
0.054086,0.017033,185.0,Libya,LBY,LBY,20210207
0.037301,0.006804,776.0,Malaysia,MYS,MYS,20210207
0.060538,0.003374,4988.0,Mexico,MEX,MEX,20210207
0.020877,0.013072,122.0,Moldova,MDA,MDA,20210207
0.092594,0.021313,192.0,Morocco,MAR,MAR,20210207
0.028037,0.014659,129.0,Mozambique,MOZ,MOZ,20210207
0.029568,0.011505,221.0,Nepal,NPL,NPL,20210207
0.104222,0.010393,866.0,Netherlands,NLD,NLD,20210207
0.084242,0.0126,488.0,New Zealand,NZL,NZL,20210207
0.054645,0.018189,159.0,Nicaragua,NIC,NIC,20210207
0.072059,0.010814,566.0,Nigeria,NGA,NGA,20210207
0.083074,0.011836,534.0,Norway,NOR,NOR,20210207
0.03495,0.008823,433.0,Pakistan,PAK,PAK,20210207
0.146828,0.033111,108.0,Palestine,PSE,PSE,20210207
0.028313,0.011791,175.0,Panama,PAN,PAN,20210207
0.066837,0.015774,249.0,Paraguay,PRY,PRY,20210207
0.060001,0.006468,1349.0,Peru,PER,PER,20210207
0.062777,0.006067,1596.0,Philippines,PHL,PHL,20210207
0.077455,0.008031,1110.0,Poland,POL,POL,20210207
0.053919,0.006477,1222.0,Portugal,PRT,PRT,20210207
0.104345,0.019091,260.0,"Puerto Rico, U.S.",PRI,PRI,20210207
0.085657,0.009804,816.0,Romania,ROU,ROU,20210207
0.085404,0.006858,1649.0,Russia,RUS,RUS,20210207
0.117847,0.017841,329.0,Saudi Arabia,SAU,SAU,20210207
0.054495,0.011129,414.0,Serbia,SRB,SRB,20210207
0.106219,0.030669,104.0,Singapore,SGP,SGP,20210207
0.118234,0.015542,434.0,Slovakia,SVK,SVK,20210207
0.108954,0.022742,190.0,Slovenia,SVN,SVN,20210207
0.097996,0.010423,816.0,South Africa,ZAF,ZAF,20210207
0.066967,0.009956,637.0,South Korea,KOR,KOR,20210207
0.067646,0.005623,1998.0,Spain,ESP,ESP,20210207
0.097205,0.027505,114.0,Sri Lanka,LKA,LKA,20210207
0.030132,0.012804,152.0,Sudan,SDN,SDN,20210207
0.087766,0.007771,1327.0,Sweden,SWE,SWE,20210207
0.118772,0.012622,648.0,Switzerland,CHE,CHE,20210207
0.054245,0.004614,2414.0,Taiwan,TWN,TWN,20210207
0.032875,0.004444,1612.0,Thailand,THA,THA,20210207
0.065617,0.011937,430.0,Tunisia,TUN,TUN,20210207
0.045952,0.00525,1592.0,Turkey,TUR,TUR,20210207
0.0608,0.005526,1882.0,Ukraine,UKR,UKR,20210207
0.094089,0.024585,143.0,United Arab Emirates,ARE,ARE,20210207
0.098775,0.00892,1115.0,United Kingdom,GBR,GBR,20210207
0.061916,0.010811,503.0,Uruguay,URY,URY,20210207
0.083961,0.02867,117.0,Uzbekistan,UZB,UZB,20210207
0.060993,0.009126,696.0,Venezuela,VEN,VEN,20210207
0.028739,0.003171,2760.0,Vietnam,VNM,VNM,20210207
0.060306,0.02497,123.0,Afghanistan,AFG,AFG,20210208
0.127725,0.028199,139.0,Albania,ALB,ALB,20210208
0.131539,0.012916,705.0,Algeria,DZA,DZA,20210208
0.044678,0.003563,3366.0,Argentina,ARG,ARG,20210208
0.050519,0.005221,1763.0,Australia,AUS,AUS,20210208
0.126692,0.01193,777.0,Austria,AUT,AUT,20210208
0.086232,0.02299,152.0,Azerbaijan,AZE,AZE,20210208
0.045986,0.008019,665.0,Bangladesh,BGD,BGD,20210208
0.090077,0.013935,449.0,Belarus,BLR,BLR,20210208
0.118427,0.01087,876.0,Belgium,BEL,BEL,20210208
0.070894,0.008631,885.0,Bolivia,BOL,BOL,20210208
0.072169,0.017648,221.0,Bosnia and Herzegovina,BIH,BIH,20210208
0.060548,0.002683,7959.0,Brazil,BRA,BRA,20210208
0.101684,0.010403,838.0,Bulgaria,BGR,BGR,20210208
0.112626,0.029386,116.0,Cameroon,CMR,CMR,20210208
0.096551,0.005974,2446.0,Canada,CAN,CAN,20210208
0.060712,0.006519,1340.0,Chile,CHL,CHL,20210208
0.062522,0.004433,2995.0,Colombia,COL,COL,20210208
0.095196,0.016827,305.0,Costa Rica,CRI,CRI,20210208
0.146538,0.027894,143.0,C̫te d'Ivoire,CIV,CIV,20210208
0.124596,0.015535,447.0,Croatia,HRV,HRV,20210208
0.124748,0.008957,1366.0,Czech Republic,CZE,CZE,20210208
0.122951,0.01353,592.0,Denmark,DNK,DNK,20210208
0.102614,0.014074,465.0,Dominican Republic,DOM,DOM,20210208
0.053485,0.00627,1217.0,Ecuador,ECU,ECU,20210208
0.084423,0.007149,1515.0,Egypt,EGY,EGY,20210208
0.08173,0.011754,554.0,El Salvador,SLV,SLV,20210208
0.124757,0.024544,148.0,Ethiopia,ETH,ETH,20210208
0.093809,0.018887,249.0,Finland,FIN,FIN,20210208
0.093624,0.003578,6632.0,France,FRA,FRA,20210208
0.094088,0.004109,5042.0,Germany,DEU,DEU,20210208
0.091061,0.013356,460.0,Ghana,GHA,GHA,20210208
0.054518,0.006562,1196.0,Greece,GRC,GRC,20210208
0.075183,0.012544,451.0,Guatemala,GTM,GTM,20210208
0.108394,0.014774,456.0,Honduras,HND,HND,20210208
0.065049,0.013998,325.0,Hong Kong,HKG,HKG,20210208
0.118928,0.00781,1719.0,Hungary,HUN,HUN,20210208
0.05282,0.003478,4114.0,India,IND,IND,20210208
0.091568,0.005781,2492.0,Indonesia,IDN,IDN,20210208
0.119821,0.011847,760.0,Iraq,IRQ,IRQ,20210208
0.086835,0.014224,395.0,Ireland,IRL,IRL,20210208
0.180512,0.019671,379.0,Israel,ISR,ISR,20210208
0.057376,0.003713,3925.0,Italy,ITA,ITA,20210208
0.08381,0.00223,15469.0,Japan,JPN,JPN,20210208
0.193143,0.019564,422.0,Jordan,JOR,JOR,20210208
0.093061,0.016029,334.0,Kazakhstan,KAZ,KAZ,20210208
0.05099,0.0103,469.0,Kenya,KEN,KEN,20210208
0.136486,0.030282,122.0,Kuwait,KWT,KWT,20210208
0.05988,0.021396,118.0,Kyrgyzstan,KGZ,KGZ,20210208
0.08733,0.015364,325.0,Lebanon,LBN,LBN,20210208
0.067621,0.015606,277.0,Libya,LBY,LBY,20210208
0.038537,0.00568,1149.0,Malaysia,MYS,MYS,20210208
0.058432,0.002698,7548.0,Mexico,MEX,MEX,20210208
0.047402,0.015537,184.0,Moldova,MDA,MDA,20210208
0.096549,0.01723,303.0,Morocco,MAR,MAR,20210208
0.063833,0.016902,209.0,Mozambique,MOZ,MOZ,20210208
0.026566,0.009067,339.0,Nepal,NPL,NPL,20210208
0.114481,0.008655,1350.0,Netherlands,NLD,NLD,20210208
0.080868,0.010079,734.0,New Zealand,NZL,NZL,20210208
0.056831,0.014973,244.0,Nicaragua,NIC,NIC,20210208
0.062873,0.008425,818.0,Nigeria,NGA,NGA,20210208
0.078613,0.009418,807.0,Norway,NOR,NOR,20210208
0.050995,0.008388,658.0,Pakistan,PAK,PAK,20210208
0.149033,0.028575,165.0,Palestine,PSE,PSE,20210208
0.053106,0.014219,240.0,Panama,PAN,PAN,20210208
0.060821,0.012464,375.0,Paraguay,PRY,PRY,20210208
0.054942,0.005113,1980.0,Peru,PER,PER,20210208
0.064069,0.005004,2394.0,Philippines,PHL,PHL,20210208
0.070363,0.006305,1645.0,Poland,POL,POL,20210208
0.068774,0.005975,1802.0,Portugal,PRT,PRT,20210208
0.083426,0.013615,406.0,"Puerto Rico, U.S.",PRI,PRI,20210208
0.087989,0.008304,1171.0,Romania,ROU,ROU,20210208
0.084845,0.005685,2393.0,Russia,RUS,RUS,20210208
0.094523,0.013043,499.0,Saudi Arabia,SAU,SAU,20210208
0.062366,0.009792,605.0,Serbia,SRB,SRB,20210208
0.091936,0.022862,162.0,Singapore,SGP,SGP,20210208
0.114866,0.012654,639.0,Slovakia,SVK,SVK,20210208
0.125008,0.01915,300.0,Slovenia,SVN,SVN,20210208
0.095425,0.00821,1284.0,South Africa,ZAF,ZAF,20210208
0.056739,0.007636,921.0,South Korea,KOR,KOR,20210208
0.067384,0.004634,2933.0,Spain,ESP,ESP,20210208
0.067971,0.01904,164.0,Sri Lanka,LKA,LKA,20210208
0.052284,0.015167,216.0,Sudan,SDN,SDN,20210208
0.081218,0.006198,1949.0,Sweden,SWE,SWE,20210208
0.113861,0.010173,968.0,Switzerland,CHE,CHE,20210208
0.052306,0.003779,3495.0,Taiwan,TWN,TWN,20210208
0.06307,0.022019,129.0,Tanzania,TZA,TZA,20210208
0.028272,0.003425,2318.0,Thailand,THA,THA,20210208
0.081359,0.010609,652.0,Tunisia,TUN,TUN,20210208
0.056895,0.004899,2296.0,Turkey,TUR,TUR,20210208
0.055348,0.004367,2801.0,Ukraine,UKR,UKR,20210208
0.081468,0.018133,239.0,United Arab Emirates,ARE,ARE,20210208
0.094021,0.007129,1674.0,United Kingdom,GBR,GBR,20210208
0.051609,0.007981,779.0,Uruguay,URY,URY,20210208
0.05402,0.017625,179.0,Uzbekistan,UZB,UZB,20210208
0.059911,0.007361,1052.0,Venezuela,VEN,VEN,20210208
0.024156,0.002317,4356.0,Vietnam,VNM,VNM,20210208
0.17864,0.037104,109.0,Yemen,YEM,YEM,20210208
0.061549,0.020483,171.0,Afghanistan,AFG,AFG,20210209
0.134074,0.025014,185.0,Albania,ALB,ALB,20210209
0.129613,0.011073,942.0,Algeria,DZA,DZA,20210209
0.058131,0.020005,119.0,Angola,AGO,AGO,20210209
0.04301,0.003019,4516.0,Argentina,ARG,ARG,20210209
0.050959,0.005104,2366.0,Australia,AUS,AUS,20210209
0.126546,0.010383,1026.0,Austria,AUT,AUT,20210209
0.080221,0.020652,184.0,Azerbaijan,AZE,AZE,20210209
0.050465,0.007677,838.0,Bangladesh,BGD,BGD,20210209
0.080742,0.011656,569.0,Belarus,BLR,BLR,20210209
0.104987,0.008945,1153.0,Belgium,BEL,BEL,20210209
0.067328,0.007363,1183.0,Bolivia,BOL,BOL,20210209
0.070997,0.015602,294.0,Bosnia and Herzegovina,BIH,BIH,20210209
0.058042,0.002276,10605.0,Brazil,BRA,BRA,20210209
0.096982,0.009133,1059.0,Bulgaria,BGR,BGR,20210209
0.125678,0.025797,165.0,Cameroon,CMR,CMR,20210209
0.101893,0.005314,3246.0,Canada,CAN,CAN,20210209
0.061429,0.005735,1757.0,Chile,CHL,CHL,20210209
0.057859,0.003677,4033.0,Colombia,COL,COL,20210209
0.082206,0.013218,428.0,Costa Rica,CRI,CRI,20210209
0.101464,0.019234,199.0,C̫te d'Ivoire,CIV,CIV,20210209
0.12776,0.013653,594.0,Croatia,HRV,HRV,20210209
0.122293,0.007742,1796.0,Czech Republic,CZE,CZE,20210209
0.097295,0.030009,105.0,Democratic Republic of the Congo,COD,COD,20210209
0.129307,0.012116,769.0,Denmark,DNK,DNK,20210209
0.103813,0.01229,617.0,Dominican Republic,DOM,DOM,20210209
0.053737,0.005348,1712.0,Ecuador,ECU,ECU,20210209
0.081614,0.00613,2002.0,Egypt,EGY,EGY,20210209
0.083611,0.0103,736.0,El Salvador,SLV,SLV,20210209
0.097129,0.018573,206.0,Ethiopia,ETH,ETH,20210209
0.092678,0.01633,327.0,Finland,FIN,FIN,20210209
0.091178,0.00308,8754.0,France,FRA,FRA,20210209
0.095239,0.003603,6629.0,Germany,DEU,DEU,20210209
0.113045,0.0131,598.0,Ghana,GHA,GHA,20210209
0.04971,0.00549,1574.0,Greece,GRC,GRC,20210209
0.098349,0.011735,635.0,Guatemala,GTM,GTM,20210209
0.111618,0.012859,618.0,Honduras,HND,HND,20210209
0.069629,0.012367,438.0,Hong Kong,HKG,HKG,20210209
0.115488,0.006712,2268.0,Hungary,HUN,HUN,20210209
0.052498,0.003003,5494.0,India,IND,IND,20210209
0.091898,0.005033,3299.0,Indonesia,IDN,IDN,20210209
0.111239,0.009876,1020.0,Iraq,IRQ,IRQ,20210209
0.089834,0.01236,542.0,Ireland,IRL,IRL,20210209
0.1776,0.017152,494.0,Israel,ISR,ISR,20210209
0.05935,0.003285,5186.0,Italy,ITA,ITA,20210209
0.083523,0.001961,19945.0,Japan,JPN,JPN,20210209
0.189975,0.016517,592.0,Jordan,JOR,JOR,20210209
0.083722,0.013287,442.0,Kazakhstan,KAZ,KAZ,20210209
0.045412,0.008428,623.0,Kenya,KEN,KEN,20210209
0.11068,0.023719,161.0,Kuwait,KWT,KWT,20210209
0.06532,0.019581,158.0,Kyrgyzstan,KGZ,KGZ,20210209
0.08024,0.013038,423.0,Lebanon,LBN,LBN,20210209
0.103072,0.015836,368.0,Libya,LBY,LBY,20210209
0.050261,0.005649,1524.0,Malaysia,MYS,MYS,20210209
0.059905,0.002351,10175.0,Mexico,MEX,MEX,20210209
0.055443,0.014016,262.0,Moldova,MDA,MDA,20210209
0.095023,0.01501,392.0,Morocco,MAR,MAR,20210209
0.076255,0.015764,283.0,Mozambique,MOZ,MOZ,20210209
0.024783,0.007651,452.0,Nepal,NPL,NPL,20210209
0.113511,0.007357,1858.0,Netherlands,NLD,NLD,20210209
0.08045,0.008798,959.0,New Zealand,NZL,NZL,20210209
0.046038,0.011281,348.0,Nicaragua,NIC,NIC,20210209
0.062857,0.007235,1115.0,Nigeria,NGA,NGA,20210209
0.080925,0.008221,1093.0,Norway,NOR,NOR,20210209
0.050102,0.007276,870.0,Pakistan,PAK,PAK,20210209
0.166145,0.025762,221.0,Palestine,PSE,PSE,20210209
0.05798,0.013363,302.0,Panama,PAN,PAN,20210209
0.065151,0.011324,490.0,Paraguay,PRY,PRY,20210209
0.053154,0.004379,2620.0,Peru,PER,PER,20210209
0.064021,0.004344,3178.0,Philippines,PHL,PHL,20210209
0.066609,0.005349,2176.0,Poland,POL,POL,20210209
0.066041,0.005125,2387.0,Portugal,PRT,PRT,20210209
0.074382,0.011674,513.0,"Puerto Rico, U.S.",PRI,PRI,20210209
0.07803,0.025013,116.0,Qatar,QAT,QAT,20210209
0.090656,0.007188,1605.0,Romania,ROU,ROU,20210209
0.085446,0.004959,3173.0,Russia,RUS,RUS,20210209
0.089126,0.011361,637.0,Saudi Arabia,SAU,SAU,20210209
0.058266,0.008196,812.0,Serbia,SRB,SRB,20210209
0.076497,0.01801,221.0,Singapore,SGP,SGP,20210209
0.113261,0.010954,842.0,Slovakia,SVK,SVK,20210209
0.123006,0.016361,406.0,Slovenia,SVN,SVN,20210209
0.09406,0.007042,1724.0,South Africa,ZAF,ZAF,20210209
0.059303,0.006844,1195.0,South Korea,KOR,KOR,20210209
0.064131,0.003959,3828.0,Spain,ESP,ESP,20210209
0.060122,0.015602,225.0,Sri Lanka,LKA,LKA,20210209
0.061193,0.014534,282.0,Sudan,SDN,SDN,20210209
0.085032,0.005512,2590.0,Sweden,SWE,SWE,20210209
0.111943,0.008863,1260.0,Switzerland,CHE,CHE,20210209
0.0499,0.003208,4625.0,Taiwan,TWN,TWN,20210209
0.066885,0.019178,179.0,Tanzania,TZA,TZA,20210209
0.034619,0.003303,3072.0,Thailand,THA,THA,20210209
0.075242,0.00889,867.0,Tunisia,TUN,TUN,20210209
0.059356,0.004416,2922.0,Turkey,TUR,TUR,20210209
0.052943,0.003724,3670.0,Ukraine,UKR,UKR,20210209
0.063642,0.013735,321.0,United Arab Emirates,ARE,ARE,20210209
0.092176,0.006175,2212.0,United Kingdom,GBR,GBR,20210209
0.051957,0.006944,1033.0,Uruguay,URY,URY,20210209
0.051076,0.015272,235.0,Uzbekistan,UZB,UZB,20210209
0.064957,0.00664,1400.0,Venezuela,VEN,VEN,20210209
0.021283,0.001892,5753.0,Vietnam,VNM,VNM,20210209
0.21255,0.034182,141.0,Yemen,YEM,YEM,20210209
0.059444,0.018045,210.0,Afghanistan,AFG,AFG,20210210
0.12215,0.021821,224.0,Albania,ALB,ALB,20210210
0.131323,0.010047,1160.0,Algeria,DZA,DZA,20210210
0.057386,0.01871,147.0,Angola,AGO,AGO,20210210
0.042939,0.002708,5606.0,Argentina,ARG,ARG,20210210
0.119701,0.030917,107.0,Armenia,ARM,ARM,20210210
0.055404,0.004655,2916.0,Australia,AUS,AUS,20210210
0.130305,0.009437,1277.0,Austria,AUT,AUT,20210210
0.089808,0.019068,237.0,Azerbaijan,AZE,AZE,20210210
0.046038,0.006647,1036.0,Bangladesh,BGD,BGD,20210210
0.085475,0.010986,702.0,Belarus,BLR,BLR,20210210
0.105497,0.008054,1435.0,Belgium,BEL,BEL,20210210
0.068953,0.00659,1503.0,Bolivia,BOL,BOL,20210210
0.076198,0.014605,353.0,Bosnia and Herzegovina,BIH,BIH,20210210
0.059147,0.002069,13048.0,Brazil,BRA,BRA,20210210
0.098127,0.008166,1337.0,Bulgaria,BGR,BGR,20210210
0.107221,0.021541,206.0,Cameroon,CMR,CMR,20210210
0.102793,0.004775,4056.0,Canada,CAN,CAN,20210210
0.062803,0.005227,2159.0,Chile,CHL,CHL,20210210
0.058131,0.003313,5003.0,Colombia,COL,COL,20210210
0.083954,0.01193,541.0,Costa Rica,CRI,CRI,20210210
0.092934,0.017023,245.0,C̫te d'Ivoire,CIV,CIV,20210210
0.127876,0.012164,751.0,Croatia,HRV,HRV,20210210
0.123017,0.006913,2265.0,Czech Republic,CZE,CZE,20210210
0.086081,0.025211,130.0,Democratic Republic of the Congo,COD,COD,20210210
0.124515,0.010616,969.0,Denmark,DNK,DNK,20210210
0.109022,0.011061,794.0,Dominican Republic,DOM,DOM,20210210
0.051838,0.004731,2133.0,Ecuador,ECU,ECU,20210210
0.078751,0.005393,2515.0,Egypt,EGY,EGY,20210210
0.087232,0.009403,924.0,El Salvador,SLV,SLV,20210210
0.110656,0.018662,248.0,Ethiopia,ETH,ETH,20210210
0.090653,0.014388,411.0,Finland,FIN,FIN,20210210
0.09148,0.00277,10856.0,France,FRA,FRA,20210210
0.095198,0.00323,8251.0,Germany,DEU,DEU,20210210
0.120607,0.011908,759.0,Ghana,GHA,GHA,20210210
0.050444,0.004986,1941.0,Greece,GRC,GRC,20210210
0.092982,0.010206,800.0,Guatemala,GTM,GTM,20210210
0.120074,0.033495,107.0,Haiti,HTI,HTI,20210210
0.105291,0.011211,766.0,Honduras,HND,HND,20210210
0.06725,0.010868,549.0,Hong Kong,HKG,HKG,20210210
0.119092,0.006072,2857.0,Hungary,HUN,HUN,20210210
0.051487,0.002667,6842.0,India,IND,IND,20210210
0.086609,0.004387,4131.0,Indonesia,IDN,IDN,20210210
0.107685,0.008806,1250.0,Iraq,IRQ,IRQ,20210210
0.093058,0.01144,654.0,Ireland,IRL,IRL,20210210
0.168643,0.015279,601.0,Israel,ISR,ISR,20210210
0.059085,0.002934,6474.0,Italy,ITA,ITA,20210210
0.083843,0.001761,24837.0,Japan,JPN,JPN,20210210
0.194312,0.014745,750.0,Jordan,JOR,JOR,20210210
0.085199,0.012069,549.0,Kazakhstan,KAZ,KAZ,20210210
0.052945,0.007984,795.0,Kenya,KEN,KEN,20210210
0.101154,0.020815,194.0,Kuwait,KWT,KWT,20210210
0.062302,0.017599,195.0,Kyrgyzstan,KGZ,KGZ,20210210
0.083716,0.011971,524.0,Lebanon,LBN,LBN,20210210
0.099101,0.014013,455.0,Libya,LBY,LBY,20210210
0.05038,0.005063,1899.0,Malaysia,MYS,MYS,20210210
0.078183,0.027555,105.0,Mali,MLI,MLI,20210210
0.05756,0.002054,12831.0,Mexico,MEX,MEX,20210210
0.067201,0.013597,331.0,Moldova,MDA,MDA,20210210
0.103991,0.014065,478.0,Morocco,MAR,MAR,20210210
0.076656,0.014176,355.0,Mozambique,MOZ,MOZ,20210210
0.129242,0.033841,102.0,Myanmar,MMR,MMR,20210210
0.035257,0.007989,578.0,Nepal,NPL,NPL,20210210
0.116237,0.006629,2342.0,Netherlands,NLD,NLD,20210210
0.08124,0.007949,1188.0,New Zealand,NZL,NZL,20210210
0.04826,0.010325,434.0,Nicaragua,NIC,NIC,20210210
0.066681,0.006684,1389.0,Nigeria,NGA,NGA,20210210
0.074289,0.007009,1384.0,Norway,NOR,NOR,20210210
0.053689,0.006803,1068.0,Pakistan,PAK,PAK,20210210
0.151152,0.022078,277.0,Palestine,PSE,PSE,20210210
0.059212,0.012059,381.0,Panama,PAN,PAN,20210210
0.068641,0.010277,620.0,Paraguay,PRY,PRY,20210210
